,Unnamed: 0,name,address,unit,sqft,bed,bath,price,city,state,zipcode,description,details,url,date
919,919,The Cole Apartments,354 E 91st St,Unit 201,906 sqft,2bd,2ba,"Contact$4,255",New York,NY,10128,"We are temporarily ceasing in-person tours with prospective residents. Virtual tours are available. Call us today for more information!WELCOME TO THE COLEAPARTMENTS ON MANHATTAN'S UPPER EAST SIDETHE COLE IS CHANGING THE GAME ON THE UPPER EAST SIDE. NO LONGER JUST THE PLACE TO END YOUR DAY, THE COLE IS BOTH HOME AND HANGOUT. JUMP IN TO MODERNIZED APARTMENTS, A FULLY-LOADED, ROOFTOP AMENITIES LEVEL AND PRIME NEIGHBORHOOD SHOPPING AND NIGHTLIFE. YOU WORK HARD TO MAKE IT IN NEW YORK. COME HOME & PLAY.THE COLE IS AMENITY RICH, THOUGHTFULLY DESIGNED, AND SITUATED IN A PREMIER LOCATION, THESE NEW YORK STUDIO APARTMENTS REDEFINE CITY LIVING. NOW, THERE'S ONE MORE REASON TO A BE A PROUD NEW YORKER.THESE LUXURY NYC APARTMENTS PUT THEIR RESIDENTS RIGHT IN THE MIDDLE OF ALL THAT'S BEST ABOUT THE UPPER EAST SIDE. FITNESS STUDIOS AND THE FINEST DINING LOCATIONS LINE THE AREA, WHILE THE BEST IN DESIGNER SHOPPING OUTLETS CAN BE FOUND IN ABUNDANCE. THE GREATEST OF NEW YORK'S FINE ART LOCATIONS CAN BE FOUND HERE, AS WELL AS THE BUSTLING NIGHTLIFE THE CITY IN KNOWN FOR.WHEN THE CHAOS OF THE DAY IS FINALLY DONE, COME HOME, UNWIND AND INDULGE IN THE LUXURY LIVING THAT IS THE COLE APARTMENTS.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18","Days on Market: 37 Days on Trulia ,Property Type: Apartment ,Disposal ,Dryer ,Laundry Facilities ,Washer ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-cole-354-e-91st-st-new-york-ny-10128--2171351199,2020-11-17
920,920,The Cole Apartments,354 E 91st St,Unit 1501,906 sqft,2bd,2ba,"Contact$4,440",New York,NY,10128,"We are temporarily ceasing in-person tours with prospective residents. Virtual tours are available. Call us today for more information!WELCOME TO THE COLEAPARTMENTS ON MANHATTAN'S UPPER EAST SIDETHE COLE IS CHANGING THE GAME ON THE UPPER EAST SIDE. NO LONGER JUST THE PLACE TO END YOUR DAY, THE COLE IS BOTH HOME AND HANGOUT. JUMP IN TO MODERNIZED APARTMENTS, A FULLY-LOADED, ROOFTOP AMENITIES LEVEL AND PRIME NEIGHBORHOOD SHOPPING AND NIGHTLIFE. YOU WORK HARD TO MAKE IT IN NEW YORK. COME HOME & PLAY.THE COLE IS AMENITY RICH, THOUGHTFULLY DESIGNED, AND SITUATED IN A PREMIER LOCATION, THESE NEW YORK STUDIO APARTMENTS REDEFINE CITY LIVING. NOW, THERE'S ONE MORE REASON TO A BE A PROUD NEW YORKER.THESE LUXURY NYC APARTMENTS PUT THEIR RESIDENTS RIGHT IN THE MIDDLE OF ALL THAT'S BEST ABOUT THE UPPER EAST SIDE. FITNESS STUDIOS AND THE FINEST DINING LOCATIONS LINE THE AREA, WHILE THE BEST IN DESIGNER SHOPPING OUTLETS CAN BE FOUND IN ABUNDANCE. THE GREATEST OF NEW YORK'S FINE ART LOCATIONS CAN BE FOUND HERE, AS WELL AS THE BUSTLING NIGHTLIFE THE CITY IN KNOWN FOR.WHEN THE CHAOS OF THE DAY IS FINALLY DONE, COME HOME, UNWIND AND INDULGE IN THE LUXURY LIVING THAT IS THE COLE APARTMENTS.Lease Details: 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18","Days on Market: 37 Days on Trulia ,Property Type: Apartment ,Disposal ,Dryer ,Laundry Facilities ,Washer ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-cole-354-e-91st-st-new-york-ny-10128--2171351199,2020-11-17
921,921,The Westmont Apartments,730 Columbus Ave,Studio 1.0 Bath,610 sqft,Studio,1ba,"$2,264 - $2,495",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
922,922,The Westmont Apartments,730 Columbus Ave,Unit 1-09B,610 sqft,Studio,1ba,"Contact$2,454",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
923,923,The Westmont Apartments,730 Columbus Ave,Unit 1-03B,610 sqft,Studio,1ba,"Contact$2,264",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
924,924,The Westmont Apartments,730 Columbus Ave,Unit 1-08J,610 sqft,Studio,1ba,"Contact$2,495",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
925,925,The Westmont Apartments,730 Columbus Ave,1 Bed 1.0 Bath,650-977 sqft,1bd,1ba,"$2,627 - $3,622",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
926,926,The Westmont Apartments,730 Columbus Ave,,650 sqft,1bd,1ba,"Contact$2,879",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
927,927,The Westmont Apartments,730 Columbus Ave,,650 sqft,1bd,1ba,"Contact$2,627",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
928,928,The Westmont Apartments,730 Columbus Ave,Unit 1-04N,977 sqft,1bd,1ba,"Contact$3,622",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
929,929,The Westmont Apartments,730 Columbus Ave,Unit 1-11A,650 sqft,1bd,1ba,"Contact$2,678",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
930,930,The Westmont Apartments,730 Columbus Ave,Unit 1-14H,937 sqft,1bd,1ba,"Contact$3,618",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
931,931,The Westmont Apartments,730 Columbus Ave,2 Bed 2.0 Bath,"1,093-1,264 sqft",2bd,2ba,"$4,131 - $4,965",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
932,932,The Westmont Apartments,730 Columbus Ave,Unit 1-11D,"1,093 sqft",2bd,2ba,"Contact$4,515",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
933,933,The Westmont Apartments,730 Columbus Ave,Unit 1-14D,"1,093 sqft",2bd,2ba,"Contact$4,551",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
934,934,The Westmont Apartments,730 Columbus Ave,Unit 1-16I,"1,264 sqft",2bd,2ba,"Contact$4,965",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
935,935,The Westmont Apartments,730 Columbus Ave,Unit 1-04F,"1,139 sqft",2bd,2ba,"Contact$4,131",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
936,936,The Westmont Apartments,730 Columbus Ave,Unit 1-11C,"1,120 sqft",2bd,2ba,"Contact$4,615",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
937,937,The Westmont Apartments,730 Columbus Ave,Unit 1-15D,"1,093 sqft",2bd,2ba,"Contact$4,690",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
938,938,The Westmont Apartments,730 Columbus Ave,Unit 1-04D,"1,093 sqft",2bd,2ba,"Contact$4,167",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
939,939,The Westmont Apartments,730 Columbus Ave,Unit 1-05C,"1,120 sqft",2bd,2ba,"Contact$4,427",New York,NY,10025,"Spacious, newly renovated apartments in the Upper West Side - just steps to transportation, near Central Park, Riverside Park and world-class dining.NO BROKER FEES. The Westmont Apartments in New York City sit between 95th and 96th Streets in the Upper West Side. We are just a short walk to all West Side transportation, close to Central Park, Riverside Park and world-class dining. Many of our spacious apartments are newly-renovated and feature hardwood floors, granite countertops, stylish white-on-white cabinetry, energy-efficient stainless steel appliances and environmentally friendly finishes, as well as spectacular views. You'll love the convenience of our concierge and will enjoy relaxing on the 360-degree rooftop deck, working out in the fitness center and the convenience of our wireless lobby at The Westmont Apartments.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 38 Days on Trulia ,Year Built: 1986 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Laundry Facilities ,Microwave ,Refrigerator ,Elevator ,Balcony ,Patio ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-westmont-730-columbus-ave-new-york-ny-10025--2120245892,2020-11-17
940,940,300 East 39th Apartments,300 E 39th St,Studio 1.0 Bath,511 sqft,Studio,1ba,"$3,068",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
941,941,300 East 39th Apartments,300 E 39th St,Unit 1-25B,511 sqft,Studio,1ba,"Contact$3,068",New York,NY,10016,"You'll love the convenience of our concierge, valet, housekeeping and dry cleaning services, as well as the Citi Bike outside our door.NO BROKER FEES. 300 East 39th Apartments is located in Manhattan near shopping, dining, nightlife and culture. Our beautiful apartments feature floor-to-ceiling windows with amazing river and city views, oversized closets, bright pass-through kitchens with granite countertops and in-home washer and dryers. You'll love the convenience of our valet dry cleaning services. Residents will also enjoy the rooftop terrace, fitness center with wall-to-wall windows and bike storage room. Getting around is even easier with the Citi Bike bike share station is located right outside our door.Lease Details: Flexible terms","Heating: Forced Air ,Days on Market: 35 Days on Trulia ,Year Built: 2002 ,Property Type: Apartment ,Additional Storage ,Dishwasher ,Dryer ,Microwave ,Refrigerator ,Washer ,Window Coverings ,Elevator ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/300-east-39th-300-e-39th-st-new-york-ny-10016--2171423655,2020-11-17
